# GameXXK 正文字体切换：逐调用点排版角色表
# 列：相对路径 <TAB> 原始行号 <TAB> Title|Body|Manual <TAB> 理由
# Title = 保留江湖古风体；Body = 换成荆南圆体（KeinannMaruPOP，2026-09-12替换芝士奶盖乌龙宋）；Manual = 由带角色参数的 helper 手工迁移
# 行号对应 Saved/Diagnostics/fontcallsites.txt 的 2026-09-12 快照；脚本按文件内调用点顺序对齐，故行号仅作对照。
# 主界面大按钮（底部导航盘、教程/任务、挑战/游历）不在本表内：它们由工作台 MakeTitleButtonText 直接分派。
#
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	9467	Title	测量配对意图标题28
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	9468	Body	测量配对正文20
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10558	Title	卡面卡名标签24
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10580	Body	费用数字
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10585	Body	卡面副标题
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10591	Body	遗物短描述
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10613	Title	印章字"缘"
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10649	Manual	AddText共享helper：Title调用者10672，其余Body
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10697	Body	状态行名称
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10706	Body	状态层数数字
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10717	Body	状态图标回退符号
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10743	Title	意图卡标题
Source/GameXXK/Private/UI/GameXXKBattleBoardWidget.cpp	10750	Body	意图主数值
Source/GameXXK/Private/UI/GameXXKBattleGuideBubbleWidget.cpp	185	Body	引导气泡正文
Source/GameXXK/Private/UI/GameXXKBattleGuideBubbleWidget.cpp	196	Body	继续提示
Source/GameXXK/Private/UI/GameXXKBattlePartyQiWidget.cpp	46	Body	气力数字
Source/GameXXK/Private/UI/GameXXKBattleStatusIconWidget.cpp	233	Body	状态图标悬停提示
Source/GameXXK/Private/UI/GameXXKBattleStatusIconWidget.cpp	291	Body	阶段标记字与回退字形
Source/GameXXK/Private/UI/GameXXKBattleUnitMechanicsWidget.cpp	29	Body	机制数字与占位符
Source/GameXXK/Private/UI/GameXXKBattleUnitResourceWidget.cpp	86	Body	资源条身份标签与气血内力数字
Source/GameXXK/Private/UI/GameXXKBattleUnitResourceWidget.cpp	251	Body	槽位·单位名身份标签
Source/GameXXK/Private/UI/GameXXKCardOutcomePreviewWidget.cpp	68	Body	结算预览战报文字
Source/GameXXK/Private/UI/GameXXKCardOutcomePreviewWidget.cpp	94	Body	测量配对68正文
Source/GameXXK/Private/UI/GameXXKCardTooltipWidget.cpp	346	Title	卡牌提示标题=卡名
Source/GameXXK/Private/UI/GameXXKCompactTooltipSizing.cpp	19	Title	紧凑提示宽度测量配对51
Source/GameXXK/Private/UI/GameXXKCompactTooltipSizing.cpp	24	Body	紧凑提示正文测量配对正文20
Source/GameXXK/Private/UI/GameXXKCompactTooltipSizing.cpp	51	Title	紧凑提示标题
Source/GameXXK/Private/UI/GameXXKOneGameRouteMapWidget.cpp	428	Title	阶段摘要=关名
Source/GameXXK/Private/UI/GameXXKOneGameRouteMapWidget.cpp	429	Body	行旅钱货币读数
Source/GameXXK/Private/UI/GameXXKOneGameRouteMapWidget.cpp	430	Body	行程进度计数
Source/GameXXK/Private/UI/GameXXKOneGameRouteMapWidget.cpp	447	Body	图例行名短标签
Source/GameXXK/Private/UI/GameXXKOneGameRouteMapWidget.cpp	454	Title	64号大字关名
Source/GameXXK/Private/UI/GameXXKOneGameRouteMapWidget.cpp	1876	Manual	AddSummaryLine：关名Title、钱与进度Body
Source/GameXXK/Private/UI/GameXXKOneGameRouteMapWidget.cpp	1917	Title	图例面板标题
Source/GameXXK/Private/UI/GameXXKOneGameRouteMapWidget.cpp	1945	Body	图例行名构造默认
Source/GameXXK/Private/UI/GameXXKOneGameRouteMapWidget.cpp	1956	Title	关名构造默认
Source/GameXXK/Private/UI/GameXXKOneGameRouteMapWidget.cpp	2001	Body	任务树按钮文字
Source/GameXXK/Private/UI/GameXXKRouteEncounterPanelWidget.cpp	141	Manual	MakeInkText：事件标题/角色名/印章/卡名Title，其余Body
Source/GameXXK/Private/UI/GameXXKRouteMerchantWidget.cpp	117	Manual	MakeText：面板标题与商品名Title，其余Body
Source/GameXXK/Private/UI/GameXXKRelicBarWidget.cpp	124	Body	遗物层数数字
Source/GameXXK/Private/UI/GameXXKEquipmentTooltipPresentation.cpp	121	Manual	Text：装备名/宝物名Title，其余Body
Source/GameXXK/Private/UI/GameXXKEquipmentTooltipPresentation.cpp	126	Manual	TextWidth：必须与121同角色
Source/GameXXK/Private/Guide/GameXXKAcademyGuidance.cpp	86	Manual	AddLine：课题标题Title，机制/操作/目标Body
Source/GameXXK/Private/Guide/GameXXKAcademyGuidance.cpp	100	Body	退出/重试按钮
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	59	Manual	Text：按既有bDisplay分派（标题Title，字段日志Body）
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	69	Body	按钮标签
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	79	Body	字段输入框
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	100	Body	下拉列表项
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	106	Body	下拉框当前值
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	167	Body	状态栏输出
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	179	Body	执行结果日志
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	217	Body	角色属性数字
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	219	Body	实时状态日志
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	231	Body	来源拆分数字
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	305	Body	搜索输入框
Source/GameXXK/Private/Dev/SGameXXKDevWorkbench.cpp	424	Body	命令输入框
Source/GameXXK/Private/UI/GameXXKDesktopTrainingWorkbenchWidget.cpp	938	Manual	MakeText工厂：18处标题调用者Title，其余Body
Source/GameXXK/Private/UI/GameXXKDesktopTrainingWorkbenchWidget.cpp	4105	Body	主线红点指示符
Source/GameXXK/Private/UI/GameXXKDesktopTrainingWorkbenchWidget.cpp	6547	Manual	章节名24=Title，同helper状态行14=Body
Source/GameXXK/Private/UI/GameXXKDesktopTrainingWorkbenchWidget.cpp	6563	Body	支线可回头补做提示
Source/GameXXK/Private/UI/GameXXKDesktopTrainingWorkbenchWidget.cpp	10834	Body	宝箱结算明细正文
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	402	Manual	MakeText工厂：主标题/卡名/物品名Title，其余Body
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	1976	Title	英雄卡组卡名
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	2657	Title	卡名
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	2669	Body	费用x气
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	2679	Body	费用x内
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	2760	Body	背包堆叠数量
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	2795	Title	装备/物品名
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	2798	Body	装备说明正文
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	2812	Body	换装对比行
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	2942	Title	已装备物品名
Source/GameXXK/Private/UI/GameXXKInventoryWindowWidget.cpp	2945	Body	已装备说明正文
Source/GameXXK/Private/UI/GameXXKCompanionRosterWidget.cpp	1589	Title	伙伴装备名
Source/GameXXK/Private/UI/GameXXKCompanionRosterWidget.cpp	1592	Body	伙伴装备说明
Source/GameXXK/Private/UI/GameXXKCompanionRosterWidget.cpp	1729	Title	仓库装备名
Source/GameXXK/Private/UI/GameXXKCompanionRosterWidget.cpp	1732	Body	仓库装备说明
Source/GameXXK/Private/UI/GameXXKCompanionRosterWidget.cpp	1746	Body	换装对比行
Source/GameXXK/Private/UI/GameXXKCompanionRosterWidget.cpp	1854	Title	个人卡组卡名
Source/GameXXK/Private/UI/GameXXKCompanionRosterWidget.cpp	1865	Body	费用x气
Source/GameXXK/Private/UI/GameXXKCompanionRosterWidget.cpp	1875	Body	费用x内
Source/GameXXK/Private/UI/GameXXKTalentTreeWidget.cpp	78	Body	天赋详情/数值/按钮，无标题
Source/GameXXK/Private/UI/GameXXKMetaShopWidget.cpp	204	Body	购买结果悬浮正文
Source/GameXXK/Private/UI/GameXXKDialoguePanelWidget.cpp	44	Manual	Text工厂：角色名Title，其余正文
Source/GameXXK/Private/UI/GameXXKDialoguePanelWidget.cpp	200	Title	对话角色名
Source/GameXXK/Private/UI/GameXXKDialoguePanelWidget.cpp	203	Body	对话正文
Source/GameXXK/Private/UI/GameXXKDialoguePanelWidget.cpp	207	Body	继续提示
Source/GameXXK/Private/UI/GameXXKInterfaceHelpWidget.cpp	58	Title	帮助条目标题
Source/GameXXK/Private/UI/GameXXKInterfaceHelpWidget.cpp	61	Body	进度计数
Source/GameXXK/Private/UI/GameXXKInterfaceHelpWidget.cpp	66	Body	帮助条目正文
Source/GameXXK/Private/UI/GameXXKInterfaceHelpWidget.cpp	76	Body	上一步/明白了/关闭按钮
Source/GameXXK/Private/UI/GameXXKMainStoryPanelWidget.cpp	39	Manual	Label工厂：卡片标题/面板标题Title，其余Body
Source/GameXXK/Private/UI/GameXXKTrainingSettlementWidget.cpp	29	Manual	Text工厂：结算主标题Title，其余Body
