"relative_path","sha256","bytes"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_CardPortrait_Role_Blade.png","bb4b729318b6ff06817a825bea2ee1d6aeddb08db3f60ad7c67088ca7e56c8a2","31249"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_DesktopStoryQuestButton.png","f73390ec16d25ea97de393b2d82215ead6da084d5471f21614e5f884040e472b","105869"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_DesktopTownEnterButton.png","03bb05574f5c3b21f7b6a0424e92c7107e0ada81a4200e513a9b6ae14ff6324b","232520"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_Item_TrainingAdvancedChest.png","0b777499a702cc8655274c99cb336093bc727e570a634e2897fa7ddcd82cc85f","266963"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_Item_TrainingNormalChest.png","615a7562938ee60ab298d69786f18b0e4c8d974e0322724b2f9b06d734ac1a9a","250002"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_ItemHealingPowder.png","6287c91357e887cb1a3f0251d292062625f5c3e67df3bd38da19ac5ecd1900a5","133804"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_MasterV2_CloseInk.png","2a00ff652ba7d64b47ace99daf271082655713c56a4c81ec7954d68f4da41a1d","1653325"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_MasterV2_EquipmentSlot.png","6b109645bd413b7ca0422f05a50a7f2def16dacea6a0699c33fa2876ab02ef3a","18981"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_MasterV2_HeroFullBody.png","71ac36ccd4b695a7c719a3ce5c5f270ec43aedc6b19541981612fa64407bc0e4","183888"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_MasterV2_Ingot.png","09d31f9bb2edc1f9543100096bb9ba731cc6b61ac9d83cc5cbebe30354d1d81b","8646"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_MasterV2_ItemSlot.png","cdbdeb3101bcf3e4259f58f641d9f70913d0c6ca91870e8654b2b004e23db511","16367"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_MasterV2_PanelLarge.png","76b8fbd518edb62d2d6275a339e2b8bf1c5808c306e57779aaa5dd89ae9b5be8","1587863"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TownPsd_HudSettings.png","0a9c8f16053cc71fbbac46cb2faf60f6e9319d2f14d7e857922c116337bfdedd","28304"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingHeroWalkLeft_1K.png","e8f7a96435bf86cde84ea7d490e8f129f808fa2991043edea6d337acaede9f55","857648"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingIdleStrip_Background.png","6d8ce160fe33743229de60be700332dc08516f16bc8fc861b938bfa4931c2d76","951593"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingNavFormation.png","8223ff6b47b1122e835ca0102755226dc6289b93df0ca28145d0238761663c46","556100"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingNavTalents.png","ab5da9dc2e86699f578d6db93191ee89484daaa6ce788c0315b1d8c229be7ddc","760373"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingNavTools.png","8ef865c112f93ba7b32d326449fc9b52cc851659e853725477e252cb3f50eb2c","1011538"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingNavTraining.png","2b0b7886f7d2db4ab915564b4adf9fb4d309dcf03efa688080b0e6eaf029839c","387562"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingNavWarehouse.png","773c5d2489f95149a6e4efac3913c9d9729c7884744eb60036bda665bf95b77a","563300"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingRetryButtonBase.png","a638762e2fb1cad25ab53450068f93058a50b8933cf2832ff3790d1c15bdaa42","93222"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingRetryIconEnabled.png","1c3d8df05827429a8372fc0a00dea8c77b7dbbd1237756bf951837bb3a0e028a","66729"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingTopToolbarAlwaysOnTop.png","5771a66ac2817ded1c2bafcfabdbaae5f3ffee7a5dddf40e8c2ef49504ec0dab","54990"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingWaveMarkerBoss.png","d04b89c3ae4e64647a9e507f7467a1609139fabe1850c0a360e94c1ba9a0c3f0","62985"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingWaveMarkerElite.png","a80ba4d411bbb14009ee49a4eb439ba89917a67212f0c0aa05b18899e7dd9860","55244"
"01_DesktopTrainingWorkbench_Default/02_Assets/T_TrainingWaveMarkerNormal.png","3a87de247b54df1768c9d2a5c461ffd48c01108f107e635ba0d43893fa25f6ac","50027"
"01_DesktopTrainingWorkbench_Default/03_Annotation_Guide/Guide_DesktopTrainingWorkbench_Default.png","de79f68cf217ea34b6ec162d5994afeaa666d608bae4eb2bdb3efa6029b599e9","943987"
"01_DesktopTrainingWorkbench_Default/03_Annotation_Guide/Usage_T_TrainingIdleStrip_Background_Repeat3.png","51e69f9815ebb54e30156a0a0c8ac5a8292bc6c2629103ac974dad0643108c00","205165"
"01_DesktopTrainingWorkbench_Default/asset_manifest.csv","f36670c9f190c01fbbe418d73017dfdcbf151a7f368f8e03c6d75e20d43035c9","16559"
"01_DesktopTrainingWorkbench_Default/README_替换说明.md","553699a5dbc6bc9ff4265447aa4a9d65a53eb2b462b756bcb5ded555141115b2","1136"
"02_DesktopWorkbench_Collapsed/01_Runtime_Screenshot/02_DesktopWorkbench_Collapsed_Runtime.png","fc525e83c6091cb133ca51ca995c6dbfcae6cb7452b447a2843bd0178d4bc4c6","311337"
"02_DesktopWorkbench_Collapsed/02_Assets/003_tab_1.png","8a4ed73ebd89db27e0973175511ad76afb75adca753f823e8541e266582abebf","11076"
"02_DesktopWorkbench_Collapsed/02_Assets/004_tab_2.png","a2d639090a42ad7047b9460283fa623d5051485fef69eacf1926845db3f31407","12271"
"02_DesktopWorkbench_Collapsed/02_Assets/inventory_scrollbar_Button.png","4ea17522f842d14d18bca423f68f94392ba08d9a7eff424b35e71cb0b64526f7","7202"
"02_DesktopWorkbench_Collapsed/02_Assets/starter_accessory.png","d2c15b89314dd9962bd03c730f1734ebd59f81611774ed6b4909768f525833c0","167449"
"02_DesktopWorkbench_Collapsed/02_Assets/starter_armor.png","5ede44e670039dea9b93c8dc8b2da8eee272262aa6500adb4a7e1133f290b977","323442"
"02_DesktopWorkbench_Collapsed/02_Assets/starter_belt.png","15d8cfaba62e27f0232e08443f421b0bcf7ac2f9d635b481d82de8bcae09953c","265769"
"02_DesktopWorkbench_Collapsed/02_Assets/starter_head.png","43c41c979691a480326516442bab99d00724592832abc0db385506dbac337a81","241288"
"02_DesktopWorkbench_Collapsed/02_Assets/starter_shoes.png","3e64be85b0750cd72bfe8ca131a2c6a3a2ca3ccdc0650b3c18d7208e952918b4","321108"
"02_DesktopWorkbench_Collapsed/02_Assets/starter_weapon.png","7c62c0447822eaded9a0e7823448d7e24e83e5bd4a0dd71d18805f5c5ae9660c","131485"
"02_DesktopWorkbench_Collapsed/02_Assets/strengthening_stone.png","f88a845c087bc7fe311765f050b1c0f527bebf1db314460c833c192969afb3c7","287552"
"02_DesktopWorkbench_Collapsed/02_Assets/T_CardPortrait_Hero.png","d0cf7373dcf47783d9fda80a3654df001b73b0b437bc91d41f7de001e3745f60","38464"
"02_DesktopWorkbench_Collapsed/02_Assets/T_CardPortrait_Npc_TusiChief.png","daafe5511984b8a86a76f3d5a1267233aef29f812619a3d08ee93b96203ff516","61699"
"02_DesktopWorkbench_Collapsed/02_Assets/T_CardPortrait_Role_Blade.png","bb4b729318b6ff06817a825bea2ee1d6aeddb08db3f60ad7c67088ca7e56c8a2","31249"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_00_hero_1k_attack_atlas.png","da39ed9b35f4e187b01c4b166818b271628f6af154074883fddd049bcbf5048b","554275"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_00_hero_1k_attack_kick_atlas.png","857af269dcf79328e2826f1926f014091cf527f7814417cef5171d537aa3824d","440909"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_00_hero_1k_attack_punch_atlas.png","0b301a8fb1c79dac3107402ca59c569e66250c808dee87fd61620ebb34d1821c","472931"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_00_hero_1k_death_atlas.png","873d7998ca929b199677efc9b2b323a79359f0b63e53d2208bc94c345954d147","907662"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_00_hero_1k_hit_atlas.png","afe7f4cfb73e951df5a926707ffe984d70929cb50c0ff87ec520a1d6a7084453","782843"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_00_hero_1k_idle_atlas.png","2c8d71755f4d75ccf92250a1a2302f20a2fdcbb52ea4da80ee2ca514e7bb004a","644542"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_01_blade_1k_attack_atlas.png","b386b4a8b6702eeb26f1b6eafd8a405cac025a963bbc38929f72728e24d68fde","661710"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_01_blade_1k_death_atlas.png","bf2a5ff31b84d66170868f0407e602a177f9f134249bddab368796e96bea0654","726861"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_01_blade_1k_hit_atlas.png","4aae191d534ca173b48c6d4d556687c37cd506ea85ed7e4b3e98749dcc80162b","551282"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_01_blade_1k_idle_atlas.png","d5f2ccedb300a60b4ddff692bf4148c6a07838fafbd5fff7ac99dea75030ca77","870969"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_07_tusi_chief_1k_attack_atlas.png","905fc2453495347c07b04716f43fd0ff5d89088979b6f064a5274390a1b381d3","806061"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_07_tusi_chief_1k_death_atlas.png","ceaa9a9b2eabe347f30372b40d0a7852b30f9d21ae7736ebf7ed590de23caf02","782802"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_07_tusi_chief_1k_hit_atlas.png","9b15b6a35301d43dc3d6a3f551995edc83c6f6cf9e7cec4dee9fadade5bcaa63","794035"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_07_tusi_chief_1k_idle_atlas.png","5a8637a702c526e27977e444ea10e1c46dad0e8490f65f41273e4b327104a272","1073516"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_09_yue_bai_1k_attack_atlas.png","c117d7d957da4a151521e82f73c7785b7eb224424ca39f3e859d4b25e670d2f3","554699"
"02_DesktopWorkbench_Collapsed/02_Assets/T_character_09_yue_bai_1k_idle_atlas.png","f0ab32a0ffcb8e48acfcbbf252a0fe55134528574fa365c3800c229d13f48bdd","966487"
"02_DesktopWorkbench_Collapsed/02_Assets/T_DesktopStoryQuestButton.png","f73390ec16d25ea97de393b2d82215ead6da084d5471f21614e5f884040e472b","105869"
"02_DesktopWorkbench_Collapsed/02_Assets/T_DesktopTownEnterButton.png","03bb05574f5c3b21f7b6a0424e92c7107e0ada81a4200e513a9b6ae14ff6324b","232520"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_01_rooster_1k_attack_atlas.png","7262949d6f3b79e42b85f661073415014349f314aec8fd098010053823e418a1","716080"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_01_rooster_1k_death_atlas.png","31eb3e5a36eea75c456a861d30dc0dfff2cd1296ad112f5df7ea12ded8a7c089","912361"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_01_rooster_1k_hit_atlas.png","50d168c46b8c5b91fc4eaad42b3d93b5735ef58328a98fdf59bf1d3844956ecf","785185"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_01_rooster_1k_idle_atlas.png","b7e4daaa253db5fe473abab92ebb09b175ed9d46b521138721f90471b855f421","1026843"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_02_goat_1k_attack_atlas.png","a09029bccdfb868a2cce3836474c119fff3cbc1a6880575ec48f3e05b78aa607","742959"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_02_goat_1k_death_atlas.png","33ee023c6e2f1e1151551b1f53f4715028fe20c4d41bf676aa6dc5a7d634dba4","1065117"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_02_goat_1k_hit_atlas.png","8e9f9381e3263de806e8827f85f5d050f9e2040975dd6bffc71cb7c5d1f579b6","597362"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_02_goat_1k_idle_atlas.png","38a15fff36c22a2ac76c010da184ac88aa71ae9c6270404a45e76f47c5aa900c","1227791"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_03_weasel_1k_attack_atlas.png","607b52adb6de4a23105f3d933c06e707bde6eb11c6cf49b89d0ade89229c54cd","278483"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_03_weasel_1k_death_atlas.png","266448b954e336e11b6483847581734cb22223036c3a37f229176982110bcc31","551949"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_03_weasel_1k_hit_atlas.png","58d5c2d33931181a2b40852e818fd5f22c34727cc843c19f3fbbf6b24ef0a64f","527805"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_03_weasel_1k_idle_atlas.png","8b41fb7e93a2a7294e6866b5c55676de6430ad3e909b4743c550bfd314b64e64","723579"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_04_civet_1k_attack_atlas.png","1fa9fc1530663754a58561ee8372645927d52d74188dcc7bc236e0f75f303f36","529169"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_04_civet_1k_death_atlas.png","09aa13b05457b7344bf7aca649a2eee86c7fe6d4a6bf99bb25d176e9757192fb","883842"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_04_civet_1k_hit_atlas.png","21e1146775bdf1a7013981c82ee20938740a039876b193e362620ecab6bfff89","750915"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_04_civet_1k_idle_atlas.png","9aabdc21a8dd4272f1e6eab4910e9f317f6f29f231ba6d7a08397acd207e9524","808825"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_05_ironfeather_1k_idle_atlas.png","8d692ad1c31c4e895c5d40151a1b9a6964bd3946bb0274b49d785021ef388d79","1287768"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_06_bluehorn_1k_attack_atlas.png","40f5a445f5b0058cb35fff944392d2b7728da314f68e1db2d1cc3c04e168168b","812077"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_06_bluehorn_1k_death_atlas.png","5c26263e7ef489421dde71cb861c9cb57a178b7e2150a3558dbfccc986dc5122","1081324"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_06_bluehorn_1k_hit_atlas.png","b19f714ed6e3a0209ede6e6912f079550eb86fac9d95fa8586eae14c34949eeb","749715"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_06_bluehorn_1k_idle_atlas.png","ed0bc681b904df3986af9bf0a5e368718b21a6a588815bbe16f2a202514a0930","1326146"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_07_graywolf_1k_idle_atlas.png","0339c63eafa7b85378fa3e44e4539e660314e3799aad8c5f966eafa05655ce41","913821"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_11_graymane_1k_attack_atlas.png","55586526019964519016f147b8e461c76616b7f8e9b3af533ad83361684bc46b","475396"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_16_toad_1k_idle_atlas.png","c094afb3e23c7f27f81ba1e6cab5f0d5350d263f9dacfdeac8aac6dbdb9c4e37","729604"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_18_deer_1k_attack_atlas.png","46bb281f5114e3e817dcf8ec7bcc5599cabc3f5ea108c48243591bc04fe560be","508914"
"02_DesktopWorkbench_Collapsed/02_Assets/T_enemy_18_deer_1k_idle_atlas.png","217fac60377e01136368c191a327c98b2a8d854b8677a922ec6508e85cecddc2","696744"
"02_DesktopWorkbench_Collapsed/02_Assets/T_Item_TrainingAdvancedChest.png","0b777499a702cc8655274c99cb336093bc727e570a634e2897fa7ddcd82cc85f","266963"
"02_DesktopWorkbench_Collapsed/02_Assets/T_Item_TrainingNormalChest.png","615a7562938ee60ab298d69786f18b0e4c8d974e0322724b2f9b06d734ac1a9a","250002"
"02_DesktopWorkbench_Collapsed/02_Assets/T_ItemHealingPowder.png","6287c91357e887cb1a3f0251d292062625f5c3e67df3bd38da19ac5ecd1900a5","133804"
"02_DesktopWorkbench_Collapsed/02_Assets/T_MasterV2_CloseInk.png","2a00ff652ba7d64b47ace99daf271082655713c56a4c81ec7954d68f4da41a1d","1653325"
"02_DesktopWorkbench_Collapsed/02_Assets/T_MasterV2_EquipmentSlot.png","6b109645bd413b7ca0422f05a50a7f2def16dacea6a0699c33fa2876ab02ef3a","18981"
"02_DesktopWorkbench_Collapsed/02_Assets/T_MasterV2_HeroFullBody.png","71ac36ccd4b695a7c719a3ce5c5f270ec43aedc6b19541981612fa64407bc0e4","183888"
"02_DesktopWorkbench_Collapsed/02_Assets/T_MasterV2_Ingot.png","09d31f9bb2edc1f9543100096bb9ba731cc6b61ac9d83cc5cbebe30354d1d81b","8646"
"02_DesktopWorkbench_Collapsed/02_Assets/T_MasterV2_ItemSlot.png","cdbdeb3101bcf3e4259f58f641d9f70913d0c6ca91870e8654b2b004e23db511","16367"
"02_DesktopWorkbench_Collapsed/02_Assets/T_MasterV2_PanelLarge.png","76b8fbd518edb62d2d6275a339e2b8bf1c5808c306e57779aaa5dd89ae9b5be8","1587863"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TownPsd_HudSettings.png","0a9c8f16053cc71fbbac46cb2faf60f6e9319d2f14d7e857922c116337bfdedd","28304"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingHeroWalkLeft_1K.png","e8f7a96435bf86cde84ea7d490e8f129f808fa2991043edea6d337acaede9f55","857648"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingIdleStrip_Background.png","6d8ce160fe33743229de60be700332dc08516f16bc8fc861b938bfa4931c2d76","951593"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingNavFormation.png","8223ff6b47b1122e835ca0102755226dc6289b93df0ca28145d0238761663c46","556100"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingNavTalents.png","ab5da9dc2e86699f578d6db93191ee89484daaa6ce788c0315b1d8c229be7ddc","760373"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingNavTools.png","8ef865c112f93ba7b32d326449fc9b52cc851659e853725477e252cb3f50eb2c","1011538"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingNavTraining.png","2b0b7886f7d2db4ab915564b4adf9fb4d309dcf03efa688080b0e6eaf029839c","387562"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingNavWarehouse.png","773c5d2489f95149a6e4efac3913c9d9729c7884744eb60036bda665bf95b77a","563300"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingRetryButtonBase.png","a638762e2fb1cad25ab53450068f93058a50b8933cf2832ff3790d1c15bdaa42","93222"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingRetryIconEnabled.png","1c3d8df05827429a8372fc0a00dea8c77b7dbbd1237756bf951837bb3a0e028a","66729"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingTopToolbarAlwaysOnTop.png","5771a66ac2817ded1c2bafcfabdbaae5f3ffee7a5dddf40e8c2ef49504ec0dab","54990"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingWaveMarkerBoss.png","d04b89c3ae4e64647a9e507f7467a1609139fabe1850c0a360e94c1ba9a0c3f0","62985"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingWaveMarkerElite.png","a80ba4d411bbb14009ee49a4eb439ba89917a67212f0c0aa05b18899e7dd9860","55244"
"02_DesktopWorkbench_Collapsed/02_Assets/T_TrainingWaveMarkerNormal.png","3a87de247b54df1768c9d2a5c461ffd48c01108f107e635ba0d43893fa25f6ac","50027"
"02_DesktopWorkbench_Collapsed/03_Annotation_Guide/Guide_02_DesktopWorkbench_Collapsed.png","31f2d9a68c24ac2618f4af86d223fb958ef78a316f547a889dc4075568c82e4f","421997"
"02_DesktopWorkbench_Collapsed/asset_manifest.csv","967f4a927edafd00c53dd917ed6cfd29b2734c869bdfce8111db5323f493fdef","34172"
"02_DesktopWorkbench_Collapsed/README_替换说明.md","0dcea0fbbcc156a7ab5e3a41d54c9828baf189f927d9192aa66a75356158514a","511"
"03_DesktopWorkbench_Warehouse/01_Runtime_Screenshot/03_DesktopWorkbench_Warehouse_Runtime.png","8a5a39391ac9d2361870c5722b5a64ee5aa3803abb163f4e87807ffbc134f484","1588326"
"03_DesktopWorkbench_Warehouse/02_Assets/003_tab_1.png","8a4ed73ebd89db27e0973175511ad76afb75adca753f823e8541e266582abebf","11076"
"03_DesktopWorkbench_Warehouse/02_Assets/004_tab_2.png","a2d639090a42ad7047b9460283fa623d5051485fef69eacf1926845db3f31407","12271"
"03_DesktopWorkbench_Warehouse/02_Assets/inventory_scrollbar_Button.png","4ea17522f842d14d18bca423f68f94392ba08d9a7eff424b35e71cb0b64526f7","7202"
"03_DesktopWorkbench_Warehouse/02_Assets/starter_accessory.png","d2c15b89314dd9962bd03c730f1734ebd59f81611774ed6b4909768f525833c0","167449"
"03_DesktopWorkbench_Warehouse/02_Assets/starter_armor.png","5ede44e670039dea9b93c8dc8b2da8eee272262aa6500adb4a7e1133f290b977","323442"
"03_DesktopWorkbench_Warehouse/02_Assets/starter_belt.png","15d8cfaba62e27f0232e08443f421b0bcf7ac2f9d635b481d82de8bcae09953c","265769"
"03_DesktopWorkbench_Warehouse/02_Assets/starter_head.png","43c41c979691a480326516442bab99d00724592832abc0db385506dbac337a81","241288"
"03_DesktopWorkbench_Warehouse/02_Assets/starter_shoes.png","3e64be85b0750cd72bfe8ca131a2c6a3a2ca3ccdc0650b3c18d7208e952918b4","321108"
"03_DesktopWorkbench_Warehouse/02_Assets/starter_weapon.png","7c62c0447822eaded9a0e7823448d7e24e83e5bd4a0dd71d18805f5c5ae9660c","131485"
"03_DesktopWorkbench_Warehouse/02_Assets/strengthening_stone.png","f88a845c087bc7fe311765f050b1c0f527bebf1db314460c833c192969afb3c7","287552"
"03_DesktopWorkbench_Warehouse/02_Assets/T_CardPortrait_Hero.png","d0cf7373dcf47783d9fda80a3654df001b73b0b437bc91d41f7de001e3745f60","38464"
"03_DesktopWorkbench_Warehouse/02_Assets/T_CardPortrait_Npc_TusiChief.png","daafe5511984b8a86a76f3d5a1267233aef29f812619a3d08ee93b96203ff516","61699"
"03_DesktopWorkbench_Warehouse/02_Assets/T_CardPortrait_Role_Blade.png","bb4b729318b6ff06817a825bea2ee1d6aeddb08db3f60ad7c67088ca7e56c8a2","31249"
"03_DesktopWorkbench_Warehouse/02_Assets/T_DesktopStoryQuestButton.png","f73390ec16d25ea97de393b2d82215ead6da084d5471f21614e5f884040e472b","105869"
"03_DesktopWorkbench_Warehouse/02_Assets/T_DesktopTownEnterButton.png","03bb05574f5c3b21f7b6a0424e92c7107e0ada81a4200e513a9b6ae14ff6324b","232520"
"03_DesktopWorkbench_Warehouse/02_Assets/T_Item_TrainingAdvancedChest.png","0b777499a702cc8655274c99cb336093bc727e570a634e2897fa7ddcd82cc85f","266963"
"03_DesktopWorkbench_Warehouse/02_Assets/T_Item_TrainingNormalChest.png","615a7562938ee60ab298d69786f18b0e4c8d974e0322724b2f9b06d734ac1a9a","250002"
"03_DesktopWorkbench_Warehouse/02_Assets/T_ItemHealingPowder.png","6287c91357e887cb1a3f0251d292062625f5c3e67df3bd38da19ac5ecd1900a5","133804"
"03_DesktopWorkbench_Warehouse/02_Assets/T_MasterV2_CloseInk.png","2a00ff652ba7d64b47ace99daf271082655713c56a4c81ec7954d68f4da41a1d","1653325"
"03_DesktopWorkbench_Warehouse/02_Assets/T_MasterV2_EquipmentSlot.png","6b109645bd413b7ca0422f05a50a7f2def16dacea6a0699c33fa2876ab02ef3a","18981"
"03_DesktopWorkbench_Warehouse/02_Assets/T_MasterV2_HeroFullBody.png","71ac36ccd4b695a7c719a3ce5c5f270ec43aedc6b19541981612fa64407bc0e4","183888"
"03_DesktopWorkbench_Warehouse/02_Assets/T_MasterV2_Ingot.png","09d31f9bb2edc1f9543100096bb9ba731cc6b61ac9d83cc5cbebe30354d1d81b","8646"
